category,sourceFile,textKey,scene,field,currentText,revisedText,note
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line15.1,行动选择,stringLiteral,应援,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line15.2,行动选择,stringLiteral,运营,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line15.3,行动选择,stringLiteral,疲劳↓,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line19.1,行动选择,stamina,体力,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line20.1,行动选择,mood,心情,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line21.1,行动选择,pressure,压力,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line22.1,行动选择,vocal,唱功,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line23.1,行动选择,dance,舞蹈,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line24.1,行动选择,stagePower,舞台,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line25.1,行动选择,fanCount,粉丝,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line26.1,行动选择,supportPower,应援,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line27.1,行动选择,influence,影响,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line28.1,行动选择,resource,资源,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line29.1,行动选择,charm,魅力,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line30.1,行动选择,operation,运营,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line31.1,行动选择,fanFatigue,疲劳,,疑似硬编码，修改前确认上下文
action,src/components/ActionPanel.tsx,action.components.ActionPanel.line46.1,行动选择,ariaLabel,本月行动,,疑似硬编码，修改前确认上下文
action,src/components/ActionResultCard.tsx,action.components.ActionResultCard.line41.1,行动结果,ariaLabel,行动结果,,疑似硬编码，修改前确认上下文
action,src/components/ActionResultCard.tsx,action.components.ActionResultCard.line87.1,行动结果,stringLiteral,本月行动：,,疑似硬编码，修改前确认上下文
action,src/components/ActionResultCard.tsx,action.components.ActionResultCard.line88.1,行动结果,stringLiteral,本月行动：,,疑似硬编码，修改前确认上下文
action,src/components/ActionResultCard.tsx,action.components.ActionResultCard.line53.jsx,行动结果,jsxText,行动视觉,,疑似硬编码，修改前确认上下文
action,src/components/ActionResultCard.tsx,action.components.ActionResultCard.line54.jsx,行动结果,jsxText,待接入,,疑似硬编码，修改前确认上下文
visual,src/components/CharacterDisplay.tsx,visual.components.CharacterDisplay.line46.1,通用 UI,ariaLabel,查看大图：${title},,动态模板，保留变量；疑似硬编码，修改前确认上下文
visual,src/components/CharacterDisplay.tsx,visual.components.CharacterDisplay.line71.1,通用 UI,stringLiteral,杨小獭,,疑似硬编码，修改前确认上下文
visual,src/components/CharacterDisplay.tsx,visual.components.CharacterDisplay.line77.jsx,通用 UI,jsxText,点击查看大图,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line48.1,结局页,stringLiteral,未结算,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line52.1,结局页,stringLiteral,未结算,,动态模板，保留变量；疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line60.1,结局页,stringLiteral,暂无,,疑似硬编码，修改前确认上下文
annual,src/components/EndingView.tsx,annual.components.EndingView.line47.jsx,总选结算,jsxText,最终总选,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line55.jsx,结局页,jsxText,A/S 作品,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line59.jsx,结局页,jsxText,S 作品,,疑似硬编码，修改前确认上下文
annual,src/components/EndingView.tsx,annual.components.EndingView.line63.jsx,总选结算,jsxText,最高总选,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line67.jsx,B50结算,jsxText,最高 B50,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line71.jsx,结局页,jsxText,图鉴解锁,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line75.jsx,结局页,jsxText,完成时间,,疑似硬编码，修改前确认上下文
ending,src/components/EndingView.tsx,ending.components.EndingView.line80.jsx,结局页,jsxText,关键达成原因,,疑似硬编码，修改前确认上下文
event,src/components/EventModal.tsx,event.components.EventModal.line16.jsx,通用 UI,description,随机事件,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line18.1,图鉴,title,小獭状态,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line19.1,图鉴,description,日常状态和旧版形象记录,,疑似硬编码，修改前确认上下文
event,src/components/GalleryGrid.tsx,event.components.GalleryGrid.line23.1,图鉴,title,事件回忆,,疑似硬编码，修改前确认上下文
event,src/components/GalleryGrid.tsx,event.components.GalleryGrid.line24.1,图鉴,description,完成剧情事件后解锁的回忆 CG,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line28.1,图鉴,title,年度主题,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line29.1,图鉴,description,固定年度节点触发后收录的成长 CG,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line33.1,图鉴,title,作品记忆,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line34.1,图鉴,description,年度作品达到高光后收录的视觉记忆,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line38.1,图鉴,title,年度节点,,疑似硬编码，修改前确认上下文
b50,src/components/GalleryGrid.tsx,b50.components.GalleryGrid.line39.1,总选结算,description,总选和 B50 相关视觉预留,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line43.1,图鉴,title,结局相册,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line44.1,图鉴,description,达成终章结局后收录的结局 CG,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line88.1,图鉴,stringLiteral,未解锁,,疑似硬编码，修改前确认上下文
gallery,src/components/GalleryGrid.tsx,gallery.components.GalleryGrid.line89.1,图鉴,stringLiteral,点击查看详情,,疑似硬编码，修改前确认上下文
visual,src/components/ImageLightbox.tsx,visual.components.ImageLightbox.line48.1,CG解锁 / Lightbox,ariaLabel,关闭大图,,疑似硬编码，修改前确认上下文
ui,src/components/MonthlySummary.tsx,ui.components.MonthlySummary.line17.1,通用 UI,buttonText,推进中...,,按钮文案，建议短；疑似硬编码，修改前确认上下文
ui,src/components/MonthlySummary.tsx,ui.components.MonthlySummary.line22.1,通用 UI,ariaLabel,本月行动结果,,疑似硬编码，修改前确认上下文
ui,src/components/MonthlySummary.tsx,ui.components.MonthlySummary.line73.1,通用 UI,stringLiteral,行动,,疑似硬编码，修改前确认上下文
event,src/components/MonthlySummary.tsx,event.components.MonthlySummary.line77.1,通用 UI,stringLiteral,事件,,疑似硬编码，修改前确认上下文
ui,src/components/MonthlySummary.tsx,ui.components.MonthlySummary.line108.1,通用 UI,stringLiteral,本月行动结果,,疑似硬编码，修改前确认上下文
event,src/components/MonthlySummary.tsx,event.components.MonthlySummary.line112.1,通用 UI,stringLiteral,本月事件摘要,,疑似硬编码，修改前确认上下文
ui,src/components/MonthlySummary.tsx,ui.components.MonthlySummary.line116.1,通用 UI,stringLiteral,自动推进中,,疑似硬编码，修改前确认上下文
ui,src/components/MonthlySummary.tsx,ui.components.MonthlySummary.line119.1,通用 UI,stringLiteral,自动推进摘要,,疑似硬编码，修改前确认上下文
ui,src/components/MonthlySummary.tsx,ui.components.MonthlySummary.line82.jsx,通用 UI,jsxText,变化,,疑似硬编码，修改前确认上下文
ui,src/components/StatChangeList.tsx,ui.components.StatChangeList.line33.1,通用 UI,ariaLabel,属性变化,,疑似硬编码，修改前确认上下文
status,src/components/StatPanel.tsx,status.components.StatPanel.line17.1,通用 UI,ariaLabel,关键状态,,疑似硬编码，修改前确认上下文
status,src/components/StatPanel.tsx,status.components.StatPanel.line36.jsx,通用 UI,description,状态详情,,疑似硬编码，修改前确认上下文
status,src/components/StatPanel.tsx,status.components.StatPanel.line37.jsx,通用 UI,title,小獭当前状态,,疑似硬编码，修改前确认上下文
status,src/components/StateStage.tsx,status.components.StateStage.line33.1,主界面状态区,ariaLabel,状态舞台区,,动态模板，保留变量；疑似硬编码，修改前确认上下文
status,src/components/StateStage.tsx,status.components.StateStage.line39.1,主界面状态区,ariaLabel,查看大图：${portrait.alt},,动态模板，保留变量；疑似硬编码，修改前确认上下文
status,src/components/StateStage.tsx,status.components.StateStage.line59.1,主界面状态区,ariaLabel,当前状态标签,,疑似硬编码，修改前确认上下文
status,src/components/StateStage.tsx,status.components.StateStage.line66.1,主界面状态区,ariaLabel,状态提醒,,疑似硬编码，修改前确认上下文
status,src/components/StateStage.tsx,status.components.StateStage.line78.1,主界面状态区,stringLiteral,杨小獭,,疑似硬编码，修改前确认上下文
status,src/components/StateStage.tsx,status.components.StateStage.line51.jsx,主界面状态区,jsxText,杨小獭,,疑似硬编码，修改前确认上下文
status,src/components/StateStage.tsx,status.components.StateStage.line60.jsx,主界面状态区,jsxText,杨小獭,,疑似硬编码，修改前确认上下文
ui,src/components/YearTimeline.tsx,ui.components.YearTimeline.line26.1,通用 UI,ariaLabel,年度时间线,,疑似硬编码，修改前确认上下文
annual,src/components/YearTimeline.tsx,annual.components.YearTimeline.line35.1,总选结算,stringLiteral,最终总选,,疑似硬编码，修改前确认上下文
annual,src/components/YearTimeline.tsx,annual.components.YearTimeline.line39.1,总选结算,stringLiteral,总选,,疑似硬编码，修改前确认上下文
ui,src/components/YearTimeline.tsx,ui.components.YearTimeline.line44.1,通用 UI,ariaLabel,${state.currentYear} 年月份进度,,动态模板，保留变量；疑似硬编码，修改前确认上下文
ui,src/components/YearTimeline.tsx,ui.components.YearTimeline.line66.1,通用 UI,stringLiteral,终选,,疑似硬编码，修改前确认上下文
annual,src/components/YearTimeline.tsx,annual.components.YearTimeline.line66.2,总选结算,stringLiteral,总选,,疑似硬编码，修改前确认上下文
action,src/config/actionVariants.ts,action.config.actionVariants.line5.1,通用 UI,stringLiteral,加练新公演走位,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line6.1,通用 UI,stringLiteral,复盘整场公演站位,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line7.1,通用 UI,stringLiteral,抠一遍副歌动作,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line8.1,通用 UI,stringLiteral,和队友合练 Unit,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line9.1,通用 UI,stringLiteral,补强体能和动作稳定性,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line10.1,通用 UI,stringLiteral,练习开场曲的气口,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line11.1,通用 UI,stringLiteral,对着镜子修正表情管理,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line12.1,通用 UI,stringLiteral,重新熟悉换装和动线,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line13.1,通用 UI,stringLiteral,把失误段落单独拉出来练,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line14.1,通用 UI,stringLiteral,为下一场剧场做完整彩排,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line17.1,通用 UI,stringLiteral,准备握手会话题,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line18.1,通用 UI,stringLiteral,整理近期粉丝留言,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line19.1,通用 UI,stringLiteral,认真回复口袋房间,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line20.1,通用 UI,stringLiteral,设计一次小型互动,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line21.1,通用 UI,stringLiteral,录一段营业小视频,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line22.1,通用 UI,stringLiteral,准备生日应援回应,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line23.1,通用 UI,stringLiteral,复盘粉丝反馈,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line24.1,通用 UI,stringLiteral,和粉丝分享练习日常,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line25.1,通用 UI,stringLiteral,维护核心粉丝情绪,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line26.1,通用 UI,stringLiteral,让更多人记住今天的她,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line29.1,通用 UI,stringLiteral,接一次外部拍摄,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line30.1,通用 UI,stringLiteral,参加小型媒体采访,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line31.1,通用 UI,stringLiteral,录制团体宣传物料,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line32.1,通用 UI,stringLiteral,尝试短视频曝光,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line33.1,通用 UI,stringLiteral,配合一次写真企划,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line34.1,通用 UI,stringLiteral,参与外部舞台活动,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line35.1,通用 UI,stringLiteral,学习镜头前的表达方式,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line36.1,通用 UI,stringLiteral,把剧场魅力带到更大的舞台,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line37.1,通用 UI,stringLiteral,为新作品做宣传,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line38.1,通用 UI,stringLiteral,争取一次破圈机会,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line41.1,通用 UI,stringLiteral,打磨一首高难度 Unit,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line42.1,通用 UI,stringLiteral,设计更有记忆点的 ending pose,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line43.1,通用 UI,stringLiteral,加强舞台眼神和表情,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line44.1,通用 UI,stringLiteral,练习更强烈的舞台爆发,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line45.1,通用 UI,stringLiteral,重新理解歌词情绪,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line46.1,通用 UI,stringLiteral,为 solo 段落做专项训练,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line47.1,通用 UI,stringLiteral,调整舞台动作的力度层次,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line48.1,通用 UI,stringLiteral,尝试更成熟的舞台风格,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line49.1,通用 UI,stringLiteral,强化个人 part 的存在感,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line50.1,通用 UI,stringLiteral,让这一场成为被记住的舞台,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line53.1,通用 UI,stringLiteral,尝试新的造型方向,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line54.1,通用 UI,stringLiteral,调整妆发风格,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line55.1,通用 UI,stringLiteral,设计更鲜明的人设标签,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line56.1,通用 UI,stringLiteral,在可爱和帅气之间找到平衡,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line57.1,通用 UI,stringLiteral,试一次更有冲击力的舞台服装,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line58.1,通用 UI,stringLiteral,经营社交平台视觉风格,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line59.1,通用 UI,stringLiteral,强化“可瓜可花”的反差感,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line60.1,通用 UI,stringLiteral,选择更适合当前阶段的表达方式,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line61.1,通用 UI,stringLiteral,让粉丝看到新的可能性,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line62.1,通用 UI,stringLiteral,把个人气质变成记忆点,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line65.1,通用 UI,stringLiteral,暂停冲刺，整理状态,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line66.1,通用 UI,stringLiteral,好好睡一觉恢复体力,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line67.1,通用 UI,stringLiteral,复盘最近的压力来源,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line68.1,通用 UI,stringLiteral,给自己一点安静时间,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line69.1,通用 UI,stringLiteral,调整训练和营业节奏,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line70.1,通用 UI,stringLiteral,写下阶段性目标,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line71.1,通用 UI,stringLiteral,和可靠的人聊聊近况,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line72.1,通用 UI,stringLiteral,从连续高压中缓一口气,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line73.1,通用 UI,stringLiteral,找回最初喜欢舞台的感觉,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line74.1,通用 UI,stringLiteral,把情绪沉淀成下一次表达,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line77.1,通用 UI,stringLiteral,复盘近期运营节奏,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line78.1,通用 UI,stringLiteral,规划下一阶段目标,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line79.1,通用 UI,stringLiteral,稳住队伍和个人状态,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line80.1,通用 UI,stringLiteral,平衡剧场、外务和粉丝互动,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line81.1,通用 UI,stringLiteral,检查当前成长短板,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line82.1,通用 UI,stringLiteral,维持核心粉丝信心,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line83.1,通用 UI,stringLiteral,调整资源投入优先级,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line84.1,通用 UI,stringLiteral,避免连续高压带来的风险,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line85.1,通用 UI,stringLiteral,把好状态延续到下一场,,配置文案，可改
action,src/config/actionVariants.ts,action.config.actionVariants.line86.1,通用 UI,stringLiteral,为关键节点提前蓄力,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line4.1,总选结算,outside,圈外,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line5.1,总选结算,ranked,入围,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line9.1,总选结算,kami7,神七,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line11.1,总选结算,center,第1,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line15.1,总选结算,notRanked,未入围,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line16.1,总选结算,ranked,入围,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line17.1,总选结算,middle,入围,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line20.1,总选结算,legend,年度高光,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line24.1,总选结算,outside,这一年的支持还没有汇聚成足够大的声量。小獭仍在积累自己的基本盘，也在等待下一次被更多人看见的机会。,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line25.1,总选结算,ranked,这一年，更多人开始记住她的名字。虽然还不是最耀眼的位置，但每一份支持都在慢慢把她往前推。,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line26.1,总选结算,top48,她第一次站进了更大的名单里。粉丝的声音被听见了，而她也开始意识到，自己正在被更多人认真期待。,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line27.1,总选结算,top32,这一年的努力有了更稳定的回应。粉丝盘开始成形，她不再只是被偶然看见，而是被持续记住。,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line28.1,总选结算,top16,她走进了更核心的位置。灯光更亮，压力也更近，但属于她的名字已经开始有了重量。,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line29.1,总选结算,kami7,她站到了真正的高位。欢呼声变得更近，期待也变得更重，这一年会成为粉丝和她都记得的节点。,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line30.1,总选结算,top3,离最高处只差一步。她已经证明自己能站在风暴中心，接下来要面对的，是更强的期待和更真实的压力。,,配置文案，可改
annual,src/config/annualResults.ts,annual.config.annualResults.line31.1,总选结算,center,这一刻，所有长期的陪伴、应援和等待终于汇成了名字前的第一位。她站上了最高处，也接住了属于自己的光。,,配置文案，可改
